colloc_word_value	colloc_word_id	colloc_lexeme_id	delete_colloc_lexeme_ids
saksa keelt õppima	1843561	3046614	3278216, 3046613
saksa kirjakeel	1849319	3052372	3281762
saksa kirjanduse klassik	1851098	3054151	3054150
saksa päritolu helilooja	1809161	3012214	3012213
saksa-eesti sõnastik	2082033	3285087	3193294
saksakeelne ajaleht	1971476	3174529	3270262
saksakeelne nimetus	1971473	3174526	3286956
salajane telefoninumber	2086811	3289865	3207209
salapärane tegelane	2083063	3286117	3174704
salasoov läheb täide	2020992	3224046	3278689
salastatud number	2087460	3290514	3122721
salastatud telefoninumber	2086847	3289901	3207211
salasõna unustama	1971695	3174748	3281115
salmide õppimine	1971995	3175048	3278817
salongi soojendus	1981467	3184520	3287199
salongis istuma	2086177	3289231	3175065
salv ravib	2089357	3292411	3175114
salvidega ravima	2089307	3292361	3163626
samaaegselt valmima	2062976	3266030	3237118
samamoodi tegutsema	2067886	3270940	3175280
samasooline armastus	1972241	3175294	3272786
samasooline elukaaslane	1972240	3175293	3272787
samasooline inimene	1972232	3175285	3272796
samasooline isik	1972233	3175286	3272795
samasooline liit	1972243	3175296	3272784
samasooline partner	1972234	3175287	3272793
samasooline partnerlus	1934660	3137713	3272794
samasooline partnerlussuhe	1972238	3175291	3272789
samasooline pere	1972237	3175290	3272790
samasooline perekond	1972239	3175292	3272788
samasooline sõber	1972242	3175295	3272785
samasoolised lapsevanemad	1972244	3175297	3272783
samasoolised vanemad	1972235	3175288	3272792
samasooliste abielu	1762221	2965273	3272781
samasooliste abielu seadustama	1973315	3176368	3272782
samasooliste kooselu	1860723	3063776	3272779
samasooliste paaride kooselu	1929837	3132890	3272780
samaväärne tagatis	1972261	3175314	3270135
sambla kasv	1972419	3175472	3283820
sambla liigirikkus	1972420	3175473	3283815
sambla lõhn	1972417	3175470	3283831
sambla teke	1972415	3175468	3283850
sambla tekkimine	1972416	3175469	3283840
sambla tõrjumine	1972418	3175471	3283825
samblaga kinni katma	1972413	3175466	3283818
samblaga kinni toppima	1972414	3175467	3283814
samblaga soojustama	1972410	3175463	3283835
samblaga tihendama	1972411	3175464	3283829
samblaga täitma	1972412	3175465	3283824
samblal lamama	1972409	3175462	3283845
samblale istuma	2086523	3289577	3289601, 3175459
samblale kukkuma	1972408	3175461	3283839
samblasse peitma	1972403	3175456	3283846
samblast koosnema	1972404	3175457	3283844
samblast puhastama	1972405	3175458	3283838
samblik ja sammal	1972421	3175474	3283841
sammal kasvab	1972389	3175442	3283843
sammal katab	1972391	3175444	3283834
sammal krabiseb	1972398	3175451	3283806
sammal kuivab	1972397	3175450	3283809
sammal levib	1972393	3175446	3283823
sammal lõhnab	1972400	3175453	3283802
sammal paljuneb	1972395	3175448	3283813
sammal tekib	1972392	3175445	3283830
sammal vetrub	1972399	3175452	3283804
sammal vohab	1972394	3175447	3283819
sammalt eemaldama	1972402	3175455	3283828
sammalt kraapima	1972401	3175454	3283837
sammalt riisuma	1965148	3168201	3283848
sammuma auto poole	1972482	3175535	3283256
sammuma kodu poole	1972481	3175534	3279247
sanatoorium tegutseb	2067885	3270939	3175543
sanatooriumi külastajad	2071820	3274874	3175551
sarapuu tolm	2073432	3276486	3212691
sari valmib	2062927	3265981	3175622
sarja produtsent	2079844	3282898	3149949
sarja treiler	2011766	3214819	3292726
sarja võitja teenib	2001964	3205017	3205018
sarja võtted	2046883	3249937	3266220
satelliiti ohustama	1972806	3175859	3279805
sattuma arsti juurde	2082862	3285916	3286693, 3286571
sattuma filmitegemise juurde	1972857	3175910	3286702
sattuma kioski juurde	2084539	3287593	3287592, 3286703
sattuma korvpalli juurde	1972858	3175911	3286681
sauna riietusruum	2083251	3286305	3167478
saunas istuma	2086178	3289232	3175938
savine pinnas	2090417	3293471	3144373
savist lillepott	1972932	3175985	3283891
seadme aku	1766675	2969727	3276212
seadus fikseerib	2084462	3287516	3004688
seadusandlus reguleerib	2071891	3274945	3164945
seadusandluse täiustamine	2071892	3274946	3224729
seadusandlust täiustama	2071893	3274947	3224708
seaduse vastuvõtmine	1973126	3176179	3279025
seaduseelnõu vastuvõtmine	1973172	3176225	3279002
seaduserikkumiste ennetamine	1973213	3176266	3271533
seaduses fikseerima	2084460	3287514	3004709
seadusjärgselt pärima	1954349	3157402	3266275
seaduslik valdus	2032470	3235524	3274957
seaduslikkuse järelevalve	2076625	3279679	3176331
seaduslikult fikseerima	2084479	3287533	3004685
seaduslikult tegutsema	2067891	3270945	3176343
sealiha praadima	1973358	3176411	3265071
sealne kogudus	2081336	3284390	3176442
sealsed arstid	2082863	3285917	3176437
sedaankerega auto	1778765	2981817	3283378
sedavõrd võimsalt	2045217	3248271	3293602
seedetrakti verejooks	2080614	3283668	3176517
seekordne number	2087277	3290331	3122734
seeme ja mugul	1908253	3111306	3270450
seeme valmib	2062925	3265979	3270431, 3176668
seemet külvama	1875858	3078911	3270442
seemet mulda panema	1973621	3176674	3270469
seemne mass	1973631	3176684	3270472
seemne tootmine	1973630	3176683	3270476
seemned idanevad	1817017	3020070	3270514
seemned ja idud	1817427	3020480	3270441
seemned ja istikud	1824559	3027612	3270448
seemned ja juured	1829543	3032596	3270458
seemned ja pähklid	1953822	3156875	3270443
seemned ja rosinad	1967429	3170482	3270456
seemned ja viljad	2042614	3245668	3270449
seemned küpsevad	1876078	3079131	3270452
seemned pudenevad	1949016	3152069	3270453
seemned säilitavad	1991000	3194053	3270451
seemned tärkavad	1973616	3176669	3270490
seemned varisevad	2036259	3239313	3270455
seemneid eemaldama	1788588	2991641	3270502
seemneid korjama	1973620	3176673	3270473
seemneid kuivatama	1865372	3068425	3270457
seemneid külvama	1875867	3078920	3270512
seemneid leotama	1883344	3086397	3270482
seemneid loputama	1889907	3092960	3270454
seemneid müüma	1973619	3176672	3270477
seemneid nokkima	1918825	3121878	3270445
seemneid ostma	1973618	3176671	3270486
seemneid puistama	1949642	3152695	3270447
seemneid raputama	1959451	3162504	3270444
seemneid sööma	1973617	3176670	3270492
seemnest kasvama	1841212	3044265	3270513
seemnest tärkama	1973623	3176676	3270499
seemnete idanemine	1973627	3176680	3270501
seemnete idanevus	1973629	3176682	3270481
seemnete külv	1875844	3078897	3270485
seemnete külvamine	1973626	3176679	3270515
seemnete valmimine	1973628	3176681	3270491
seemnetega levima	1883836	3086889	3270446
seemnetega paljundama	1932450	3135503	3270510
seemnetega paljunema	1932476	3135529	3270500
seemnetes leidub	1973622	3176675	3270511
seen ja sammal	1972422	3175475	3283833
seenhaigused ja kahjurid	2080739	3283793	3038406
seeni praadima	1945378	3148431	3265092
seeria auto	1973754	3176807	3283257
segama töö juures	2083408	3286462	3176934
segama õppimise juures	2083415	3286469	3176935, 3278819
seifi asukoht	2091241	3294295	3177166
seifi avama	2091257	3294311	2982854
seifi kasutama	2091250	3294304	3177138
seifi lahti murdma	2091220	3294274	3177145
seifi lahti muukima	2091223	3294277	3177143
seifi lahti puurima	2091221	3294275	3177144
seifi lahti tegema	2091226	3294280	3177142
seifi lukk	2091247	3294301	3177165
seifi lukustama	2091239	3294293	3093702
seifi panema	2091259	3294313	3177146
seifi sisu	2091231	3294285	3177168
seifi sulgema	2091234	3294288	3177140
seifi tagakülg	2091236	3294290	3177167
seifi tühjendama	2091229	3294283	3177141
seifi uks	2091253	3294307	3177164
seifi võti	2091261	3294315	3177163
seifi üürima	2091244	3294298	3177139
seifis hoidma	2091258	3294312	3177147
seifis olema	2091245	3294299	3177149
seifis seisma	2091251	3294305	3177148
seifist kaduma	2091264	3294318	3285411, 3294284
seifist leidma	2091235	3294289	3177153
seifist röövima	2091246	3294300	3172226
seifist varastama	2091252	3294306	3177151
seifist viima	2091240	3294294	3177152
seifist võtma	2091260	3294314	3177150
seika unustama	1974142	3177195	3281128
seilama kodu poole	1974221	3177274	3279256
seinad värisevad	2071313	3274367	3177303
seisma kapi juures	2083414	3286468	3177539, 3177540
seisma kaupluse juures	2083489	3286543	3277250, 3177561
seisma müüri juures	2083397	3286451	3177562
seisma ukse juures	2083401	3286455	3177538
seisma või istuma	2086089	3289143	3027663
seisukohaga ühinema	2068076	3271130	3177633
sekeldused ametivõimudega	1974750	3177803	3271942
seksuaalsust rõhutama	1975038	3178091	3277846
sektoris tegutsema	2067889	3270943	3178154
seletav sõnaraamat	2082099	3285153	3193228
seletav sõnastik	2082043	3285097	3193286
seletuskirjas rõhutama	1975332	3178385	3277825
selg valutab	1975357	3178410	3279348
selga lööma	1894926	3097979	3274089
selge hääldus	1816145	3019198	3279317
selge ja täpne	2066845	3269899	3225038
selge keel	1843531	3046584	3278247
selge taju	1997129	3200182	3285318
selge tõsiasi	2019533	3222586	3269077
selgelt fikseerima	2084457	3287511	3004680
selgelt hääldama	1816134	3019187	3279299
selgelt ja sirgelt	1978652	3181705	3293955
selgelt rõhutama	1968128	3171181	3277794
selgitust pärima	2063188	3266242	3157430
selgroo alaosa	2084675	3287729	3178755
selgroo kõverdumine	2084670	3287724	3178754
selgroo kõverus	2084687	3287741	3178758
selgroo murdmine	2084665	3287719	3178753
selgroo nimmepiirkond	2084690	3287744	3178760
selgroo operatsioon	2084691	3287745	3178761
selgroo osa	2084685	3287739	3178757
selgroo piirkond	2084689	3287743	3178759
selgroo vigastus	2084680	3287734	3178756
selgroog kõverdub	2084676	3287730	3178748
selgroog murdub	1908884	3111937	3111936
selgroog puudub	2084664	3287718	3178747
selgroog raksatab	2084681	3287735	3178749
selgroogu koormama	2084684	3287738	3063607
selgroogu murdma	2084663	3287717	3111897
selgroogu toestama	2084679	3287733	3178752
selgroogu toetama	2084674	3287728	3178751
selgroogu vigastama	2084671	3287725	3178750
seljataga kiruma	1850099	3053152	3267818
seljavalu kurtma	1975952	3179005	3271663
selle aasta lõikus	1892222	3095275	3286157
selle aasta mood	1907077	3110130	3286155
selle aasta seisuga	1974397	3177450	3286154
selts tegutseb	2067898	3270952	3179047
seltsi asutamisest mööduma	1915339	3118392	3118391
seltsi juhatuse valimine	2033356	3236410	3236409
seltsi kunagine liige	1867285	3070338	3070337
seltsi liikmetest moodustuma	1907330	3110383	3110382
seltsi pikaaegne liige	1939960	3143013	3143012
seltsi tegevus rajaneb	1958807	3161860	3161858
seltskond istub	2086534	3289588	3179105
seltskond kihutab	1846772	3049825	3293529
seminar tegutseb	2067892	3270946	3179254
seniilne vanur	2075597	3278651	3238605
senine elatustase	1792047	2995100	3274303
senine rendileping	1963028	3166081	3285251
senine üürileping	2082218	3285272	3264985
senised õpingud	2075881	3278935	3256901
sensuaalsus ja seksuaalsus	2080514	3283568	3178109
seriaali produtsent	2079855	3282909	3149952
seriaali võtted	1976516	3179569	3266217
sertifitseeritud seeme	1973614	3176667	3270496
serveerima salati juurde	1976645	3179698	3286669
serveerima toidu juurde	1976644	3179697	3286685
servi vastuvõtt	2085805	3288859	3179669
sibulat praadima	1945379	3148432	3265091
side interneti teel	1976893	3179946	3281780
side kaob	1976844	3179897	3179933
side katkeb	1841798	3044851	3044852
side toimib	1976846	3179899	3179934
sidemed ja mähkmed	2084524	3287578	3116099
siga tuhnib	2067162	3270216	3180127
sigar hambus	1977134	3180187	3274662
signaal kaob	2082354	3285408	3180285
signaali muundama	1909698	3112751	3277307
signaali vastuvõtmine	1977246	3180299	3279000
signaali vastuvõtt	2085803	3288857	3180297
sihilik solvamine	2086059	3289113	3184029
sihilik solvang	2086000	3289054	3184070
sihipäraselt treenima	2089527	3292581	3214652
siht kaob	2082336	3285390	3180381
sihtasutus tegutseb	2067915	3270969	3180417
sihtasutuste register	2070849	3273903	3164689
siirad poolehoidjad	1944105	3147158	3282578
siirad püüdlused	1956151	3159204	3282557
siirad tänusõnad	2021885	3224939	3282571
siirad õnnitlused	2053317	3256371	3282579
siiraks jääma	1977783	3180836	3282519
siiralt uhke	2071092	3274146	3228690
siiras andestus	1770373	2973425	3282561
siiras armastus	1772913	2975965	3282549
siiras arusaamatus	1773975	2977027	3282559
siiras austus	1778443	2981495	3282566
siiras entusiasm	1796185	2999238	3282562
siiras headus	1808195	3011248	3282558
siiras heameel	1808341	3011394	3282531
siiras hoolimine	1812836	3015889	3282574
siiras huvi	1814128	3017181	3282525
siiras hämming	1815525	3018578	3282582
siiras imestus	1819832	3022885	3282547
siiras imetlus	1819904	3022957	3282552
siiras inimene	1977768	3180821	3282541
siiras ja aus	1778305	2981357	3282567
siiras ja avameelne	1779929	2982981	3282563
siiras ja ehe	1789604	2992657	3282565
siiras ja heatahtlik	1808454	3011507	3282573
siiras ja inimlik	1821416	3024469	3282576
siiras ja otsekohene	1929070	3132123	3282577
siiras ja südamlik	1992195	3195248	3282572
siiras ja sügav	1992258	3195311	3282589
siiras ja vahetu	2030765	3233819	3282586
siiras kaastunne	1834121	3037174	3282534
siiras kahetsus	1835108	3038161	3282554
siiras kiindumus	1846898	3049951	3282560
siiras kompliment	1857243	3060296	3282575
siiras kristlane	1864715	3067768	3282570
siiras kurbus	1867831	3070884	3282584
siiras lugupidamine	1890430	3093483	3282569
siiras mure	1908936	3111989	3282544
siiras naeratus	1916470	3119523	3282546
siiras palve	1932704	3135757	3282581
siiras poolehoid	1944044	3147097	3282568
siiras püüe	1956229	3159282	3282564
siiras soov	1977764	3180817	3282522
siiras sõprus	1990582	3193635	3282580
siiras süda	1977770	3180823	3282550
siiras sümpaatia	1992703	3195756	3282588
siiras tahe	1977773	3180826	3282555
siiras tunne	1977769	3180822	3282548
siiras tunnustus	1977772	3180825	3282553
siiras tänu	1977765	3180818	3282528
siiras uhkus	2025694	3228748	3282587
siiras usk	1977766	3180819	3282538
siiras uudishimu	2027712	3230766	3282583
siiras vabandus	1977771	3180824	3282551
siiras vaimustus	1977774	3180827	3282556
siiras ülestunnistus	2060217	3263271	3282585
siirduma auto juurde	1977845	3180898	3286673, 3286583
silla piire	1939557	3142610	3271999
silma veresooned	2090321	3293375	3243121
silmaarsti diagnoos	2073876	3276930	3181182
silmaarsti vastuvõtt	2085804	3288858	3181175
silmad hiilgavad	2089586	3292640	3012934
silmad valutavad	1978042	3181095	3279358
silmama maja juures	2083398	3286452	3181245
silmama tammepuu juures	2083394	3286448	3181246
silmapaistev tegelane	1978216	3181269	3181270
silmapiir kaob	2082356	3285410	3181302
silmapiirilt kaduma	2082392	3285446	3037485
silmapilguks tarduma	2066474	3269528	3201943
silmapilk hiljem	2066456	3269510	3181334
silmapilk varem	2066460	3269514	3181335
silmapilku ootama	2066455	3269509	3181333
silmaümbruse kortsud	1863278	3066331	3275188
silmaümbruse nahk	1916680	3119733	3275189
silmi kinni hoidma	1978048	3181101	3279884
silmipimestavalt ere	2091114	3294168	3000237
silt ehib kauplust	2074198	3277252	2993148
sinepi seemned	1978454	3181507	3270432
singel valmib	2062937	3265991	3181528
sini-must-valge lehvib	2089275	3292329	3085339
sinimustvalge kangas	2089269	3292323	3292338
sinimustvalge lint	1886865	3089918	3292334
sinimustvalge lipp	1886885	3089938	3292330
sinimustvalge lipuke	2089263	3292317	3292332
sinimustvalge märk	1978510	3181563	3292341
sinimustvalge rahvuslipp	1978505	3181558	3292335
sinimustvalge riigilipp	1964709	3167762	3292336
sinimustvalge särk	2089268	3292322	3292337, 3292328
sinimustvalge trikoloor	2089264	3292318	3292333
sinimustvalge vapp	2035629	3238683	3292342
sinimustvalge vimpel	1978509	3181562	3292340
sinimustvalged triibud	2089270	3292324	3292339
sinimustvalged värvid	2089262	3292316	3292331
sinine särk	1978517	3181570	3272022
sinised sooned	1981721	3184774	3293347
sinki praadima	1978554	3181607	3265068
sirge selgroog	1975720	3178773	3178745
sirge tänav	2062407	3265461	3181661
sirgelt asju ajama	1978656	3181709	3293960
sirgelt hoidma	1978643	3181696	3293935
sirgelt istuma	2086174	3289228	3293952, 3181695
sirgelt kasvama	1978648	3181701	3293948
sirgelt käima	1978644	3181697	3293937
sirgelt käima	1978654	3181707	3293954
sirgelt kõndima	1871433	3074486	3293939
sirgelt lõikama	1892098	3095151	3293944
sirgelt püsima	1978647	3181700	3293947
sirgelt rääkima	1978657	3181710	3293962
sirgelt seisma	1978641	3181694	3293931
sirgelt sõitma	1978645	3181698	3293941
sirgelt toimuma	1978655	3181708	3293957
sirgelt õmblema	1978646	3181699	3293946
sirutama üle pea	1978707	3181760	3181761
sisalikud ja maod	2075424	3278478	3100028
sisehaiguste arst	2082652	3285706	2976393
sisemine aku	1766647	2969699	3276184
sisemine intuitsioon	1823126	3026179	3265283
sisemine tarve	1999287	3202340	3265712
sisemine värin	2050044	3253098	3288949
sisemised breketid	2078004	3281058	2984529
siseriiklik seadusandlus	2071898	3274952	3182168
sisetunne ja intuitsioon	1823151	3026204	3265284
sissetulek ja elatustase	1792083	2995136	3274337
sissetungijad löövad	1979630	3182683	3274049
sissid röövivad	2073438	3276492	3172211
sissid ründavad	2073436	3276490	3172474
sissid tulistavad	2073437	3276491	3217806
sissid vabastavad	2073435	3276489	3232498
sisuga tutvuma	1979776	3182829	3287884
sisukaks kujunema	1979809	3182862	3288926
sisukaks muutma	1979807	3182860	3288934
sisukaks muutuma	1979808	3182861	3288929
sisukas artikkel	1979781	3182834	3288919
sisukas arutelu	1979778	3182831	3288930
sisukas debatt	1782292	2985345	3288889
sisukas esitlus	1799378	3002431	3288884
