colloc_word_value	colloc_word_id	colloc_lexeme_id	delete_colloc_lexeme_ids
tähtajaline üürileping	2082235	3285289	3223766
tähtajatu rendileping	1963023	3166076	3285262
tähtajatu üürileping	2082222	3285276	3223779
tähti hääldama	2020648	3223701	3279297
tähtis hetk	2066381	3269435	3012593
tähtis moment	2066493	3269547	3109871
tähtis tegelane	2083082	3286136	3205474
tähtis telefoninumber	2086818	3289872	3207205
tähtis tõik	2018678	3221731	3269139
tähtis tõsiasi	2019534	3222587	3269079
tähtkujude nimetused	2020791	3223844	3286946
tähtsalt targutama	1998948	3202001	3289629
tähtsusetu fakt	2065835	3268889	3268363
tähtsusetu tegelane	2083057	3286111	3223977
tähtsust rõhutama	1968148	3171201	3277792
tähtsust toonitama	2010045	3213098	3277747
täidetud hani	2073449	3276503	3009592
täielik integratsioon	1822277	3025330	3283916
täielik ja täpne	2066859	3269913	3225042
täielik jama	1826244	3029297	3272107
täielik usaldusväärsus	2082419	3285473	3230131
täielik vaherahu	2030699	3233753	3277430
täielik vaktsineerimine	2080639	3283693	3235262
täielikult aduma	2077073	3280127	2966013
täielikult aktsepteerima	2077070	3280124	2969417
täielikult alistuma	2077071	3280125	2970875
täielikult alistuma	2077072	3280126	2970860
täielikult alluma	2077082	3280136	2971600
täielikult allutama	2077074	3280128	2971649
täielikult ammendama	2077084	3280138	2972801
täielikult ammenduma	2077080	3280134	2972831
täielikult anduma	2077100	3280154	2973734
täielikult anonüümne	2077081	3280135	2974165
täielikult arvestama	2077092	3280146	2977818
täielikult asendama	2077091	3280145	2978736
täielikult automaatne	2077078	3280132	2981946
täielikult autonoomne	2077095	3280149	2982047
täielikult avama	2077085	3280139	2982943
täielikult avanema	2077076	3280130	2983014
täielikult blokeerima	2077101	3280155	2984299
täielikult blokeerima	2077094	3280148	2984317
täielikult delegeerima	2077097	3280151	2985788
täielikult ebaõnnestuma	2077083	3280137	2989865
täielikult eemaldama	2077075	3280129	2991621
täielikult eemalduma	2077077	3280131	2991722
täielikult eestikeelne	2077079	3280133	2992058
täielikult eirama	2077098	3280152	2993265
täielikult eitama	2077340	3280394	2993333
täielikult elektrooniliselt	2077226	3280280	2995627
täielikult eraldama	2077332	3280386	2999778
täielikult eralduma	2077088	3280142	2999929
täielikult eralduma	2077146	3280200	2999905
täielikult erastama	2077166	3280220	3000135
täielikult finantseerima	2077102	3280156	3005205
täielikult funktsioneerima	2077099	3280153	3006130
täielikult garanteerima	2077093	3280147	3006560
täielikult haarama	2077282	3280336	3007589
täielikult haarama	2077086	3280140	3007569
täielikult hajuma	2077188	3280242	3008435
täielikult hajutama	2077089	3280143	3008486
täielikult halvama	2077138	3280192	3009088
täielikult halvama	2077145	3280199	3009082
täielikult hoiduma	2077118	3280172	3014860
täielikult hoomama	2077087	3280141	3016096
täielikult hävima	2077110	3280164	3018754
täielikult hävinema	2077135	3280189	3018829
täielikult hävitama	2077106	3280160	3018917
täielikult hääbuma	2077123	3280177	3019014
täielikult hõivama	2077108	3280162	3017694
täielikult hõivama	2077114	3280168	3017713
täielikult hülgama	2077124	3280178	3019454
täielikult hüvitama	2077112	3280166	3019761
täielikult identne	2077109	3280163	3020342
täielikult ignoreerima	2077105	3280159	3021044
täielikult imenduma	2077113	3280167	3022827
täielikult iseseisev	2077133	3280187	3026915
täielikult isoleerima	2077117	3280171	3027507
täielikult ja lõplikult	2077173	3280227	3095563
täielikult ja püsivalt	2077187	3280241	3159024
täielikult jahtuma	2077122	3280176	3028475
täielikult jõustuma	2077150	3280204	3033895
täielikult kaduma	2077134	3280188	3037495, 3280165
täielikult kaotama	2077107	3280161	3041678
täielikult katkema	2077129	3280183	3044849
täielikult katkestama	2077130	3280184	3044937
täielikult katma	2077128	3280182	3045066
täielikult katma	2077121	3280175	3045082
täielikult kattuma	2077165	3280219	3045410
täielikult keelama	2077103	3280157	3046656
täielikult keelduma	2077131	3280185	3046733
täielikult keelustama	2077125	3280179	3046889
täielikult kehtetu	2077136	3280190	3047607
täielikult keskenduma	2077116	3280170	3048808
täielikult kinnine	2077137	3280191	3051519
täielikult kinnistuma	2077126	3280180	3051657
täielikult kohaldama	2077132	3280186	3056327
täielikult kohanema	2077127	3280181	3056490
täielikult kompenseerima	2077120	3280174	3060084
täielikult komplekteerima	2077140	3280194	3060281
täielikult kontrollima	2077151	3280205	3061932
täielikult korrastama	2077139	3280193	3065690
täielikult korrumpeeruma	2077142	3280196	3065945
täielikult korvama	2077144	3280198	3066371
täielikult kuivama	2077149	3280203	3068371
täielikult kustuma	2077143	3280197	3071744
täielikult kustutama	2077153	3280207	3071818
täielikult kuuletuma	2077154	3280208	3072522
täielikult käivituma	2077215	3280269	3076784
täielikult käivituma	2077228	3280282	3076795
täielikult käsitsi	2077212	3280266	3077340
täielikult kõrbema	2077163	3280217	3074970
täielikult kõrbema	2077331	3280385	3074977
täielikult kõrvaldama	2077281	3280335	3075490
täielikult küllastunud	2077186	3280240	3078530
täielikult külmuma	2077160	3280214	3078850
täielikult küpsema	2077164	3280218	3079126
täielikult lagunema	2077155	3280209	3081257
täielikult lahustuma	2077157	3280211	3082133
täielikult lahutama	2077172	3280226	3082149
täielikult lammutama	2077159	3280213	3083193
täielikult legaalne	2077167	3280221	3085016
täielikult legaliseerima	2077225	3280279	3085024
täielikult likvideerima	2077147	3280201	3089144
täielikult loetlema	2077224	3280278	3090782
täielikult lojaalne	2077171	3280225	3091106
täielikult loobuma	2077175	3280229	3091456
täielikult loovutama	2077148	3280202	3092882
täielikult läbi kukkuma	2077180	3280234	3096371
täielikult läbipaistev	2077152	3280206	3096597
täielikult lõdvestuma	2077141	3280195	3094686
täielikult lõikuma	2077185	3280239	3095204
täielikult lõpetama	2077168	3280222	3095411
täielikult lõppema	2077177	3280231	3095706
täielikult lõõgastuma	2077158	3280212	3096344
täielikult mattuma	2077161	3280215	3104703
täielikult minetama	2077207	3280261	3108863
täielikult mobiliseerima	2077169	3280223	3109735
täielikult moonduma	2077213	3280267	3110393
täielikult muutma	2077170	3280224	3112987
täielikult muutuma	2077174	3280228	3113103
täielikult mõistma	2077181	3280235	3113744
täielikult nautima	2077183	3280237	3120744
täielikult neelama	2077221	3280275	3120818
täielikult nurjama	2077068	3280122	3280246, 3276606
täielikult nurjuma	2077202	3280256	3122916
täielikult nõustuma	2077195	3280249	3124275
täielikult ohutu	2077196	3280250	3126903
täielikult omaks võtma	2077198	3280252	3128435
täielikult omandama	2077205	3280259	3128607
täielikult omastama	2077223	3280277	3128959
täielikult paika pidama	2077220	3280274	3134013
täielikult paljastama	2077182	3280236	3135442
täielikult paljastama	2077219	3280273	3135469
täielikult paranema	2077214	3280268	3136853
täielikult peatama	2077203	3280257	3139212
täielikult peatuma	2077190	3280244	3139360
täielikult peegelduma	2077189	3280243	3139727
täielikult pettuma	2077184	3280238	3141389
täielikult pidurduma	2077218	3280272	3141837
täielikult pimestama	2077208	3280262	3143950
täielikult puhastama	2077193	3280247	3152260
täielikult purunema	2077206	3280260	3153510
täielikult purustama	2077199	3280253	3153568
täielikult purustama	2077200	3280254	3153539
täielikult puuduma	2077197	3280251	3153777
täielikult põhinema	2077178	3280232	3154812
täielikult põruma	2077222	3280276	3156326
täielikult pühendama	2077179	3280233	3158603
täielikult pühenduma	2077227	3280281	3158615
täielikult rahastama	2077191	3280245	3160260
täielikult rahuldama	2077204	3280258	3160514
täielikult rahulduma	2077194	3280248	3160580
täielikult rahunema	2077217	3280271	3160989
täielikult rakendama	2077211	3280265	3161928
täielikult rakenduma	2077209	3280263	3162008
täielikult raugema	2077216	3280270	3163347
täielikult realiseerima	2077307	3280361	3164028
täielikult realiseeruma	2077284	3280338	3164064
täielikult rekonstrueerima	2077297	3280351	3165600
täielikult relvastama	2077243	3280297	3165921
täielikult renoveerima	2077261	3280315	3166108
täielikult restaureerima	2077259	3280313	3166675
täielikult rikkuma	2077237	3280291	3168519
täielikult rüüstama	2077234	3280288	3172748
täielikult saavutama	2077252	3280306	3173833
täielikult samastama	2077248	3280302	3175300
täielikult seadusevastane	2077233	3280287	3176282
täielikult seedima	2077254	3280308	3176525
täielikult segunema	2077264	3280318	3177104
täielikult seiskuma	2077240	3280294	3177494
täielikult spetsialiseeruma	2077244	3280298	3185977
täielikult stabiliseeruma	2077272	3280326	3186883
täielikult sukelduma	2077262	3280316	3188868
täielikult sulama	2077242	3280296	3188975
täielikult sulanduma	2077245	3280299	3189009
täielikult sulatama	2077298	3280352	3189100
täielikult sulgema	2077229	3280283	3189181
täielikult sulguma	2077230	3280284	3189243
täielikult suveräänne	2077231	3280285	3191562
täielikult säilima	2077257	3280311	3193928
täielikult sõltuma	2077279	3280333	3192962
täielikult sõltumatu	2077258	3280312	3193017
täielikult taanduma	2077232	3280286	3197846
täielikult taastama	2077247	3280301	3197930
täielikult taastuma	2077241	3280295	3198005
täielikult tagama	2077274	3280328	3198672
täielikult taganema	2077263	3280317	3198794
täielikult tagastama	2077289	3280343	3199248
täielikult tasandama	2077250	3280304	3202657
täielikult tasuline	2077256	3280310	3203105
täielikult tasuma	2077290	3280344	3203110
täielikult teadlik	2077246	3280300	3203872
täielikult teadvustama	2077235	3280289	3204384
täielikult teostama	2077253	3280307	3208432
täielikult teostuma	2077249	3280303	3208464
täielikult tervendama	2077276	3280330	3209274
täielikult toetuma	2077294	3280348	3211399
täielikult toibuma	2077267	3280321	3211547
täielikult tumm	2077273	3280327	3218143
täielikult tunnistama	2077266	3280320	3218899
täielikult tunnistama	2077265	3280319	3218922
täielikult tunnustama	2077236	3280290	3219094
täielikult turvaline	2077286	3280340	3219980
täielikult täitma	2077330	3280384	3224548
täielikult täituma	2077328	3280382	3224584
täielikult tõkestama	2077336	3280390	3221794
täielikult tõrjuma	2077301	3280355	3222493
täielikult tühi	2077315	3280369	3227870
täielikult tühistama	2077323	3280377	3227961
täielikult tühjendama	2077270	3280324	3228021
täielikult ununema	2077292	3280346	3229759
täielikult unustama	2077288	3280342	3229784, 3281069
täielikult usaldama	2077287	3280341	3229965
täielikult usaldusväärne	2077293	3280347	3230105
täielikult uuendama	2077295	3280349	3230959
täielikult uuenema	2077268	3280322	3231065
täielikult vaba	2077341	3280395	3232137
täielikult vabanema	2077335	3280389	3232415
täielikult vabastama	2077277	3280331	3232530
täielikult vabastama	2077325	3280379	3232513
täielikult vabatahtlik	2077327	3280381	3232572
täielikult vahetuma	2077322	3280376	3233856
täielikult vaibuma	2077318	3280372	3234232
täielikult vaikima	2077321	3280375	3234426
täielikult valdama	2077278	3280332	3235433
täielikult vale	2077320	3280374	3235568
täielikult valitsema	2077306	3280360	3236640
täielikult vallutama	2077296	3280350	3237007
täielikult vallutama	2077310	3280364	3237019
täielikult valmima	2077349	3280403	3266023, 3280383
täielikult varisema	2077305	3280359	3239301
täielikult varjama	2077309	3280363	3239379
täielikult varjama	2077302	3280356	3239355
täielikult varjutama	2077337	3280391	3239508
täielikult varjutama	2077269	3280323	3239497
täielikult varustama	2077338	3280392	3239724
täielikult vastutama	2077313	3280367	3240932
täielikult vastutav	2077299	3280353	3240993
täielikult vastuvõetamatu	2077303	3280357	3241226
täielikult veebipõhine	2077308	3280362	3241890
täielikult veenduma	2077324	3280378	3242064
täielikult veenma	2077280	3280334	3242160
täielikult välistama	2077334	3280388	3251546
täielikult välja lülitama	2077316	3280370	3251952
täielikult väljuma	2077255	3280309	3252793
täielikult vältima	2077283	3280337	3252907
täielikult või osaliselt	2077201	3280255	3131002
täielikult õigustama	2077333	3280387	3255514
täielikult õnnestuma	2077312	3280366	3256162
täielikult ühinema	2077314	3280368	3280400, 3260446
täielikult ühinema	2077347	3280401	3271123
täielikult ühtlustama	2077343	3280397	3261013
täielikult ületama	2077345	3280399	3263436
täielikult ümbritsema	2077344	3280398	3264546
täiendav järelevalve	2076639	3279693	3034579
täiendav tagatis	1996287	3199340	3270141
täiesti abitu	2077775	3280829	2965590
täiesti abstraktne	2077797	3280851	2965772
täiesti absurdne	2077701	3280755	2965816
täiesti adekvaatne	2077789	3280843	2965855
täiesti adekvaatselt	2077905	3280959	2965864
täiesti aeguma	2077786	3280840	2966632
täiesti ainulaadne	2077769	3280823	2967549
täiesti ajakohane	2077813	3280867	3280404, 2968176
täiesti aktsepteerima	2077781	3280835	2969418
täiesti alasti	2077803	3280857	2970183
täiesti alkoholivaba	2077866	3280920	2971047
täiesti alusetu	2077793	3280847	2971976
täiesti ametlik	2077871	3280925	2972685
täiesti ametlikult	2077389	3280443	2972697
täiesti ammendama	2077685	3280739	2972803
täiesti ammendav	2077811	3280865	2972826
täiesti analoogiline	2077861	3280915	2972961
täiesti analoogne	2077805	3280859	2972984
täiesti anduma	2077911	3280965	2973735
täiesti anonüümne	2077765	3280819	2974164
täiesti arusaadav	2077784	3280838	2976771
täiesti arusaadavalt	2077782	3280836	2976804
täiesti arusaamatu	2077400	3280454	2976985
täiesti arvestatav	2077900	3280954	2977957
täiesti asendamatu	2077883	3280937	2978765
täiesti asjakohane	2077359	3280413	2979207
täiesti asjalik	2077751	3280805	2979243
täiesti asjatu	2077890	3280944	2979354
täiesti asjatult	2077842	3280896	2979362
täiesti aus	2077420	3280474	2981336
täiesti ausalt	2077889	3280943	2981366
täiesti autentne	2077843	3280897	2981714
täiesti automaatne	2077390	3280444	2981945
täiesti automaatselt	2077824	3280878	2981951
täiesti autonoomne	2077357	3280411	2982046
täiesti avalik	2077872	3280926	2982598
täiesti avalikult	2077388	3280442	2982687
täiesti avameelne	2077798	3280852	2982977
täiesti ebaeetiline	2077816	3280870	2988516
täiesti ebaefektiivne	2077830	3280884	2988543
täiesti ebainimlik	2077845	3280899	2988589
täiesti ebaloomulik	2077795	3280849	2988746
täiesti ebanormaalne	2077358	3280412	2989010
täiesti ebaoluline	2077677	3280731	2989035
täiesti ebapiisav	2077414	3280468	2989074
täiesti ebareaalne	2077716	3280770	2989121
täiesti ebareaalne	2077360	3280414	2989139
täiesti ebaseaduslik	2077740	3280794	2989160
täiesti ebaselge	2077742	3280796	2989210
täiesti ebasobiv	2077402	3280456	2989248
täiesti ebatavaline	2077366	3280420	2989448
täiesti ebatõenäoline	2077857	3280911	2989478
täiesti ebaõige	2077673	3280727	2989698
täiesti ebaõiglane	2077361	3280415	2989729
täiesti ebaõnnestuma	2077819	3280873	2989864
täiesti eestikeelne	2077698	3280752	2992056
täiesti ehtne	2077356	3280410	2993189
täiesti ekslik	2077899	3280953	2994016
täiesti elementaarne	2077379	3280433	2995721
täiesti elujõuline	2077353	3280407	2996282
täiesti elus	2077355	3280409	2997138
täiesti elutu	2077755	3280809	2997392
täiesti enesestmõistetav	2077412	3280466	2998536
täiesti enneolematu	2077676	3280730	2998948
täiesti erakordne	2077382	3280436	2999708
täiesti eraldi	2077413	3280467	2999864
täiesti erandlik	2077730	3280784	3000044
täiesti erapooletu	2077704	3280758	3000110
täiesti eriline	2077785	3280839	3000541
täiesti erinev	2077763	3280817	3000744
täiesti erinevalt	2077386	3280440	3000788
täiesti erisugused	2077376	3280430	3001033
täiesti ettearvamatu	2077423	3280477	3002956
täiesti euroopalik	2077401	3280455	3004033
täiesti fantastiline	2077375	3280429	3004431
täiesti formaalne	2077372	3280426	3005705
täiesti funktsionaalne	2077445	3280499	3006074
täiesti geniaalne	2077639	3280693	3006847
täiesti haige	2077638	3280692	3007997
täiesti haiglane	2077636	3280690	3008183
täiesti haihtuma	2077771	3280825	3008341
täiesti hall	2077381	3280435	3009005
täiesti harilik	2077410	3280464	3010113
täiesti harimatu	2077702	3280756	3010162
täiesti harmooniline	2077735	3280789	3010684
täiesti harukordne	2077906	3280960	3010843
täiesti higine	2077743	3280797	3012814
täiesti hoolimatu	2077432	3280486	3015830
täiesti hull	2077434	3280488	3016798
täiesti hullumeelne	2077794	3280848	3016889
täiesti häbiväärne	2077706	3280760	3018073
täiesti hädavajalik	2077705	3280759	3018197
täiesti hämmastav	2077728	3280782	3018554
täiesti hävima	2077736	3280790	3018755
täiesti hävinema	2077777	3280831	3018832
täiesti hävitama	2077792	3280846	3018918
täiesti hääbuma	2077758	3280812	3019013
täiesti ideaalne	2077779	3280833	3020157
täiesti ideaalselt	2077768	3280822	3020166
täiesti identne	2077750	3280804	3020335
täiesti igapäevane	2077812	3280866	3020669
täiesti igapäevaselt	2081411	3284465	3280845, 3284457
täiesti ignoreerima	2077915	3280969	3021045
täiesti ilmalik	2077910	3280964	3021601
täiesti ilmne	2077892	3280946	3021952
täiesti ilmselge	2077806	3280860	3022039
täiesti imeline	2077876	3280930	3022792
täiesti individuaalne	2077829	3280883	3023433
täiesti individuaalselt	2077898	3280952	3023451
täiesti inimlik	2077870	3280924	3024479
täiesti inimtühi	2077844	3280898	3024644
täiesti iseenesest	2077897	3280951	3026684
täiesti iseenesestmõistetav	2077864	3280918	3026728
täiesti iseloomulik	2077770	3280824	3026844
täiesti iseseisev	2077907	3280961	3026965
täiesti iseseisev	2077828	3280882	3026937
täiesti iseseisvalt	2077851	3280905	3026980
täiesti isiklik	2077778	3280832	3027216
täiesti isikupärane	2077885	3280939	3027413
täiesti isoleerima	2077884	3280938	3027508
täiesti jabur	2077888	3280942	3028022
täiesti jahtuma	2077862	3280916	3028477
täiesti jube	2077772	3280826	3030308
täiesti juhuslik	2077886	3280940	3031446
täiesti juhuslikult	2077875	3280929	3031458
täiesti julgelt	2077848	3280902	3031512
täiesti julmalt	2077776	3280830	3031738
täiesti jäik	2077405	3280459	3033982
täiesti jäätuma	2077849	3280903	3036349
täiesti jäätuma	2077352	3280406	3280737, 3271987
täiesti jõuetu	2077912	3280966	3033398
täiesti jõukohane	2077840	3280894	3033511
täiesti kaasaegne	2077367	3280421	3036989
täiesti kaduma	2077887	3280941	3280766, 3037494
täiesti kahjutu	2077802	3280856	3038552
täiesti kaine	2077354	3280408	3038908
täiesti kainelt	2077703	3280757	3038949
täiesti kaootiline	2077734	3280788	3041612
täiesti kaotama	2077713	3280767	3041681
täiesti kardinaalselt	2077365	3280419	3042191
täiesti kasutu	2077737	3280791	3044072
täiesti katastroofiline	2077901	3280955	3044686
täiesti kategooriliselt	2077709	3280763	3044795
täiesti keelustama	2077669	3280723	3046891
täiesti kehtiv	2077569	3280623	3047684
täiesti kenasti	2077908	3280962	3048149
täiesti keskmine	2077377	3280431	3049184
täiesti keskpärane	2077362	3280416	3049281
täiesti kindel	2077799	3280853	3050892
täiesti kindlalt	2077368	3280422	3050947
täiesti kindlalt	2077707	3280761	3050978
täiesti kinnine	2077741	3280795	3051499
täiesti kinnine	2077774	3280828	3051517
täiesti klassikaline	2077732	3280786	3054259
täiesti kobe	2077385	3280439	3055069
täiesti kogemata	2077429	3280483	3055865
täiesti kohane	2077904	3280958	3056473
täiesti kohatu	2077371	3280425	3056619
täiesti kohutav	2077723	3280777	3057866
täiesti kohutav	2077364	3280418	3057876
täiesti kollane	2077731	3280785	3058968
täiesti kompetentne	2077668	3280722	3060132
täiesti konfidentsiaalne	2077903	3280957	3060523
täiesti konkreetne	2077363	3280417	3060712
täiesti konkreetselt	2077863	3280917	3060740
täiesti konkurentsivõimeline	2077656	3280710	3061006
täiesti kontrollimatu	2077421	3280475	3061999
täiesti kordumatu	2077441	3280495	3064881
täiesti korralik	2077686	3280740	3065500
täiesti korrektne	2077387	3280441	3065756
täiesti korrektselt	2077700	3280754	3065791
täiesti korrumpeeruma	2077657	3280711	3065946
täiesti kriminaalne	2077397	3280451	3067686
täiesti kuiv	2077681	3280735	3068337
täiesti kuivama	2077444	3280498	3068372
täiesti kummaline	2077370	3280424	3070196
täiesti kunstlik	2077773	3280827	3070646
täiesti kunstlikult	2077643	3280697	3070650
täiesti kuritegelik	2077653	3280707	3071106
täiesti kurt	2077869	3280923	3071603
täiesti kvaliteetne	2077882	3280936	3073627
täiesti käegakatsutav	2077373	3280427	3076089
täiesti kättesaamatu	2077399	3280453	3077774
täiesti kõlblik	2077442	3280496	3074382
täiesti kõlbmatu	2077891	3280945	3074406
täiesti kõrbema	2077575	3280629	3074954
täiesti kõrvaline	2077516	3280570	3075632
täiesti kõver	2077418	3280472	3076032
täiesti küllaldane	2077453	3280507	3078526
täiesti külm	2077567	3280621	3078576
täiesti külmuma	2077877	3280931	3078833
täiesti küps	2077481	3280535	3079100
täiesti küüniline	2077369	3280423	3080243
täiesti lage	2077403	3280457	3081173
täiesti lage	2077408	3280462	3081194
täiesti lagunema	2077406	3280460	3081258
täiesti lahtine	2077393	3280447	3082073
täiesti lahutamatu	2077443	3280497	3082188
täiesti laitmatu	2077422	3280476	3082940
täiesti lame	2077415	3280469	3083150
täiesti legaalne	2077411	3280465	3085013
täiesti liigne	2077440	3280494	3088007
täiesti lilla	2077424	3280478	3089217
täiesti loetav	2077427	3280481	3090727
täiesti loid	2077615	3280669	3091025
täiesti lojaalne	2077480	3280534	3091097
täiesti loll	2077464	3280518	3091270
täiesti loobuma	2077462	3280516	3091457
täiesti looduslik	2077472	3280526	3091670
täiesti loogiline	2077916	3280970	3091862
täiesti loogiline	2077458	3280512	3091885
täiesti loogiliselt	2077501	3280555	3091914
täiesti loomulik	2077426	3280480	3092360
täiesti lootusetu	2077435	3280489	3092715
täiesti lootusetult	2077383	3280437	3092747
täiesti lubamatu	2077378	3280432	3093208
täiesti lummav	2077374	3280428	3093979
täiesti läbipaistev	2077391	3280445	3096560
täiesti lõdvestuma	2077437	3280491	3094689
täiesti lõplik	2077395	3280449	3095540
täiesti lõtv	2077398	3280452	3096022
täiesti lühinägelik	2077396	3280450	3098265
täiesti maagiline	2077392	3280446	3098806
täiesti mage	2077407	3280461	3100142
täiesti mahe	2077409	3280463	3100498
täiesti mahe	2077419	3280473	3100463
täiesti maksuvaba	2077416	3280470	3102784
täiesti marginaalne	2077417	3280471	3103285
täiesti masendav	2077499	3280553	3103637
täiesti matt	2077579	3280633	3104690
täiesti meelevaldne	2077603	3280657	3105871
täiesti metsik	2077547	3280601	3108211
täiesti minetama	2077482	3280536	3108864
täiesti mittevajalik	2077451	3280505	3109576
täiesti muretu	2077450	3280504	3112196
täiesti muutumatu	2077527	3280581	3113188
täiesti mädanema	2077436	3280490	3115948
täiesti märg	2077634	3280688	3117014
täiesti märgatav	2077521	3280575	3117083
täiesti märkamatu	2077504	3280558	3117332
täiesti märkamatult	2077719	3280773	3117358
täiesti mõeldamatu	2077528	3280582	3113341
täiesti mõeldav	2077642	3280696	3113370
täiesti mõistetamatu	2077610	3280664	3113548
täiesti mõistetav	2077661	3280715	3113589
täiesti mõistlik	2077652	3280706	3113682
täiesti mõistlikult	2077647	3280701	3113720
täiesti mõttekas	2077666	3280720	3115170
täiesti mõttetu	2077694	3280748	3115354
täiesti mõttetu	2077659	3280713	3115401
täiesti möödapääsmatu	2077430	3280484	3118262
täiesti müstiline	2077456	3280510	3118745
täiesti naeruväärne	2077508	3280562	3119600
täiesti naiivne	2077498	3280552	3119813
täiesti naturaalne	2077580	3280634	3120641
täiesti nauditav	2077503	3280557	3120718
täiesti negatiivne	2077720	3280774	3120869
täiesti neutraalne	2077491	3280545	3121031
täiesti normaalne	2077544	3280598	3122342
täiesti normaalselt	2077500	3280554	3122374
täiesti nurjuma	2077475	3280529	3122915
täiesti nähtamatu	2077449	3280503	3124873
täiesti nähtav	2077447	3280501	3124907
täiesti nõme	2077448	3280502	3123282
täiesti nõustuma	2077446	3280500	3124276
täiesti nõutu	2077428	3280482	3124301
täiesti nördinud	2077471	3280525	3126012
täiesti nüri	2077522	3280576	3126207
täiesti objektiivne	2077494	3280548	3126367
täiesti objektiivselt	2077473	3280527	3126383
täiesti ohutu	2077460	3280514	3126885
täiesti olematu	2077478	3280532	3127481
täiesti olenema	2077486	3280540	3127641
täiesti omaette	2077489	3280543	3128316
täiesti omamoodi	2077533	3280587	3128531
täiesti omanäoline	2077467	3280521	3128831
täiesti ootamatu	2077459	3280513	3129286
täiesti ootamatult	2077455	3280509	3129314
täiesti ootuspärane	2077485	3280539	3129539
täiesti originaalne	2077496	3280550	3130549
täiesti otse	2077488	3280542	3132049
täiesti otsene	2077463	3280517	3132143
täiesti otseselt	2077457	3280511	3132189
täiesti paljas	2077425	3280479	3135421
täiesti paralleelne	2077454	3280508	3136641
täiesti paras	2077518	3280572	3136919
täiesti paratamatu	2077495	3280549	3136982
täiesti paslik	2077477	3280531	3137825
täiesti passiivne	2077507	3280561	3137892
täiesti pehme	2077452	3280506	3139903
täiesti perfektne	2077466	3280520	3140799
täiesti pettuma	2077470	3280524	3141390
täiesti piiramatu	2077474	3280528	3142490
täiesti piiritu	2077468	3280522	3142686
täiesti piisav	2077509	3280563	3142927
täiesti pilvitu	2077484	3280538	3143838
täiesti pime	2077487	3280541	3143876
täiesti pime	2077492	3280546	3143852
täiesti positiivselt	2077490	3280544	3147955
täiesti pragmaatiline	2077539	3280593	3148531
täiesti praktiline	2077630	3280684	3148738
täiesti prii	2077616	3280670	3149290
täiesti privaatne	2077625	3280679	3149639
täiesti professionaalne	2077664	3280718	3150013
täiesti pruun	2077655	3280709	3151490
täiesti puhas	2077611	3280665	3152251
täiesti puhas	2077648	3280702	3152218
täiesti puhtalt	2077635	3280689	3152543
täiesti punane	2077572	3280626	3153020
täiesti purjus	2077650	3280704	3153407
täiesti purunema	2077612	3280666	3153511
täiesti puudulik	2077564	3280618	3153762
täiesti puuduma	2077497	3280551	3153778
täiesti puutumatu	2077651	3280705	3154170
täiesti pädev	2077646	3280700	3156495
täiesti põhjendamatu	2077617	3280671	3155160
täiesti põhjendamatult	2077573	3280627	3155173
täiesti pöörane	2077689	3280743	3158168
täiesti pühenduma	2077644	3280698	3158619
täiesti rahul olema	2077914	3280968	3160728
täiesti rahuldama	2077675	3280729	3160515
täiesti rahuldav	2077684	3280738	3160571
täiesti rahule jääma	2077679	3280733	3160621
täiesti rahulik	2077678	3280732	3160656
täiesti rahulikult	2077879	3280933	3160693
täiesti rahulolematu	2077810	3280864	3160776
täiesti rahulolev	2077761	3280815	3160886
täiesti rahumeelne	2077752	3280806	3160976
täiesti ratsionaalne	2077796	3280850	3163135
täiesti reaalne	2077787	3280841	3163778
täiesti reaalselt	2077721	3280775	3163800
täiesti realistlik	2077747	3280801	3164121
täiesti roheline	2077759	3280813	3169612
täiesti rumal	2077746	3280800	3170638
täiesti rutiinne	2077708	3280762	3170827
täiesti saamatu	2077757	3280811	3173307
täiesti salajane	2077808	3280862	3174616
täiesti samaväärne	2077722	3280776	3175334
täiesti sarnane	2077738	3280792	3175713
täiesti sassis	2077733	3280787	3175846
täiesti seadusevastane	2077745	3280799	3176283
täiesti seaduslik	2077767	3280821	3176302
täiesti seaduslikult	2077809	3280863	3176339
täiesti segane	2077760	3280814	3177024
täiesti segane	2077749	3280803	3176996
täiesti seiskuma	2077726	3280780	3177496
täiesti seletamatu	2077780	3280834	3178292
täiesti selge	2077724	3280778	3178440
täiesti selgelt	2077711	3280765	3178480
täiesti selgesti	2077710	3280764	3178537
täiesti selgusetu	2077718	3280772	3178891
täiesti siiras	2077764	3280818	3180829, 3282591
täiesti sile	2077729	3280783	3181020
täiesti sinine	2077725	3280779	3181577
täiesti sirge	2077744	3280798	3181664
täiesti sirgelt	2077674	3280728	3293951, 3181686
täiesti skandaalne	2077753	3280807	3183112
täiesti sobilik	2077739	3280793	3183364
täiesti sobima	2077754	3280808	3183383
täiesti sobimatu	2077696	3280750	3183474
täiesti sobiv	2077688	3280742	3183532
täiesti solidaarne	2077693	3280747	3183837
täiesti soovimatu	2077671	3280725	3185144
täiesti spontaanne	2077595	3280649	3186203
täiesti stabiilne	2077574	3280628	3186770
täiesti standardne	2077505	3280559	3186965
täiesti subjektiivne	2077469	3280523	3187928
täiesti sujuv	2077513	3280567	3188804
täiesti sujuvalt	2077571	3280625	3188824
täiesti sulama	2077534	3280588	3188976
